title,city,listing_city,district,size,rent,available_from,url,price_per_sqm,avg_ppm_diff,rent_index_diff,available_until,flatmates,flatmate_details,flatmates_female,flatmates_male,flatmates_diverse,rooms_free,room_type,online_since,straight_line_km,distance_km,duration_min,transit_distance_km,transit_duration_min,is_transit_estimated
Helles WG Zimmer in Stuttgart-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,12.0,455.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12589911.html,37.92,2.1,,,3,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
WG-Zimmer zur Untermiete für 3 Monate,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,600.0,"01.02.2026
                    
                                            - 30.06.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12676770.html,37.5,1.68,,,2,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
Großes möbliertes WG-Zimmer für 2 Monate befristet,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,20.0,595.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12681898.html,29.75,-6.07,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
Gemütliches WG-Zimmer in zentraler Lage mit Balkon und toller Aussicht über Stuttgart (5min vom Hbf mit Putzfrau),"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,590.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12694352.html,36.88,1.06,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
Das größte WG Zimmer in Stuttgart-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,25.0,570.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12717626.html,22.8,-13.02,,,2,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
Schönes WG-Zimmer in harmonischer 3er WG in Stuttgart-Ost zu vermieten,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,19.0,400.0,09.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12757729.html,21.05,-14.77,,,3,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
Mitbewohnerin für helle Frauen-WG in Halbhöhenlage gesucht,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,12.0,520.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12785389.html,43.33,7.51,,,3,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
Zentrales WG Zimmer mit Blick ins Grüne,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,550.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12819410.html,39.29,3.47,,,6,"3w,2m,0d,0n",3,2,0,,,,11.11,,,24.4,10.4,True
Zimmer in zweier WG,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,450.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12840416.html,28.12,-7.7,,,2,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
WG Zimmer in Stuttgart Ost mit Balkon,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,24.0,750.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12863154.html,31.25,-4.57,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
Join our WG house :),"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,550.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12867171.html,42.31,6.49,,,6,"1w,2m,0d,0n",1,2,0,,,,11.11,,,24.4,10.4,True
"Schönes WG Zimmer in 3-Zimmerwohnung (2er WG, unmöbiliert)","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,700.0,"01.02.2026
                    
                                            - 31.07.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12868043.html,53.85,18.03,,,2,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
Zimmer in 2er WG (3 Zimmer-Wohnung),"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,750.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12877836.html,46.88,11.06,,,2,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
WG Zimmer Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,550.0,08.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12878653.html,39.29,3.47,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
18qm Wg-Zimmer ab 01.03. verfügbar in der WG gibt es noch zusätzlich ein gemeinsames Esszimmer,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,550.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12911010.html,30.56,-5.26,,,2,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
Möbliertes WG Zimmer bestehend aus 2 Zimmern,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,17.0,558.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12915066.html,32.82,-3.0,,,8,"3w,3m,0d,0n",3,3,0,,,,11.11,,,24.4,10.4,True
WG-Zimmer in Stuttgart - unmöbeliert,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,17.0,450.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12915742.html,26.47,-9.35,,,3,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
Gemütliches WG-Zimmer im schönen Stuttgarter Osten,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,15.0,421.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12915910.html,28.07,-7.75,,,4,"3w,0m,0d,0n",3,0,0,,,,11.11,,,24.4,10.4,True
2er-WG (75 qm) mit Wohnzimmer & Balkon,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,650.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12920789.html,36.11,0.29,,,2,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
WG Zimmer Altbau S-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,12.0,500.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12926145.html,41.67,5.85,,,2,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
WG-Zimmer (Nur für Studenten),"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,400.0,15.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12929028.html,30.77,-5.05,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
grosses wg zimmer,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,19.0,620.0,11.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12929836.html,32.63,-3.19,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
Cozy WG-Zimmer in Stuttgart-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,9.0,343.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12929962.html,38.11,2.29,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
"Schönes, zentrales & ruhiges Zimmer im renovierten Altbau","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,500.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12929998.html,27.78,-8.04,,,2,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
Zimmer in 2er WG im Zentrum Stuttgarts,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,374.0,"01.02.2026
                    
                                            - 14.06.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12934863.html,26.71,-9.11,,,2,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
WG Zimmer in Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,20.0,561.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12942739.html,28.05,-7.77,,,3,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
WG_Zimmer Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,550.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12952488.html,42.31,6.49,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
SUBLET : 1 Room in 2-er WG,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,15.0,250.0,"01.03.2026
                    
                                            - 15.03.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12953391.html,16.67,-19.15,,,2,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
"sehr schöne, moderne 2er WG ✨🤗","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,21.0,760.0,15.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12966710.html,36.19,0.37,,,2,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
Zimmer in eine 2er WG,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,15.0,380.0,"01.03.2026
                    
                                            - 30.03.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12967482.html,25.33,-10.49,,,2,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
WG Zimmer im Herzen von Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,510.0,11.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12980780.html,36.43,0.61,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
Gemütliches WG-Zimmer mit Dachschräge & Aussicht in Stuttgart-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,15.0,430.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12985998.html,28.67,-7.15,,,5,"1w,3m,0d,0n",1,3,0,,,,11.11,,,24.4,10.4,True
Gemütliches WG-Zimmer in 2er-WG (72qm),"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,22.0,580.0,"15.03.2026
                    
                                            - 31.01.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12986729.html,26.36,-9.46,,,2,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
Helles und neu renoviertes WG-Zimmer,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,740.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12990231.html,56.92,21.1,,,2,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
Möbiliertes WG Zimmer in Stuttgart-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,12.0,470.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12990275.html,39.17,3.35,,,4,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
WG Zimmer in 2erWG/ Top Lage/ Voll ausgestattet,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,750.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12994823.html,41.67,5.85,,,2,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
Helles Zuhause in 3er WG,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,12.0,455.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12995046.html,37.92,2.1,,,3,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
Modernes WG Zimmer in Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,505.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12995157.html,36.07,0.25,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
freies WG Zimmer in bester Ost Lage,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,575.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12999879.html,35.94,0.12,,,3,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
"Großes, helles WG-Zimmer (20 qm) in Altbau - Stuttgart Ost, Top Lage","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,20.0,550.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.13001036.html,27.5,-8.32,,,4,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
WG-Zimmer bei Stöckach | frei ab 1. März 2026,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,500.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.13004553.html,27.78,-8.04,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
Fully furnished room available in a shared apartment in Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,690.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.13009272.html,38.33,2.51,,,5,"4w,0m,0d,0n",4,0,0,,,,11.11,,,24.4,10.4,True
WG-Zimmer in Top Lage,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,21.0,630.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.13010104.html,30.0,-5.82,,,4,"2w,1m,0d,0n",2,1,0,,,,11.11,,,24.4,10.4,True
Nur an Mädels: Großes Zimmer zur Untermiete in Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,460.0,"01.03.2026
                    
                                            - 01.10.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.13013909.html,28.75,-7.07,,,4,"3w,0m,0d,0n",3,0,0,,,,11.11,,,24.4,10.4,True
Traumhafte 2er - WG,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,20.0,795.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.13014681.html,39.75,3.93,,,2,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
Schönes Wg Zimmer in Stuttgart Ost ☀️,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,23.0,560.0,08.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.13015025.html,24.35,-11.47,,,3,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
